PAIR_ID	SOURCE_FILE	EN_TEXT	ZH_TEXT	IT_TEXT	CITATION_EN	CITATION_ZH	EN_CHAR_LEN	ZH_CHAR_LEN
pair_0000_1955_131_250119	0000_1955_131_250119.txt	To steady the vacillation of the mind, to concentrate the mind, to make the mind more subtle, are the ways to achieve freedom from the bondage of Prakrti.	安定浮盪的心靈與集中心靈，使心靈由粗鈍變為更精細，這些都是從造化勢能的束縛中解脫出來的方法或途徑。		Shrii Shrii Ánandamúrti | 1955 | Intuitional Practice and Its Necessity | Ananda Marga: Elementary Philosophy	Shrii Shrii Ánandamúrti | 1955年 | 08 靈修及其必要性 | 阿南達瑪迦──激揚生命的哲學，P.131	154	49
pair_0000_1955_135_250126	0000_1955_135_250126.txt	People have been shackled by Prakrti and imprisoned in this wide prison – the world. It would never be possible for them to become free without the help of another person. Besides this, it is not possible for anyone to learn an art all by themselves. One must have someone who can teach them or whom they can imitate. Such a person from whom one can learn an art is a preceptor. Intuitional practice (sádhaná) is also an art and has to be learned from a preceptor. Hence emancipation is not possible without a preceptor (guru). A guru is always a prime necessity for obtaining emancipation.	人被造化勢能關在這個廣大的監獄（世界）裡，若無他人的幫助，便絕不可能身獲自由。 此外，一個人不可能靠自己習得所有的微奧法門，他需要旁人的教導或借鏡，而可使人們從其學習的人即為導師。修持也是一種方法，必須從師學習，因此若無一位真正的上師指引，解脫是不可能的。上師永遠是求得解脫的必要條件。		Shrii Shrii Ánandamúrti | 1955 | 08 Intuitional Practice and Its Necessity | Ananda Marga: Elementary Philosophy	Shrii Shrii Ánandamúrti | 1955年 | 08 靈修及其必要性 | 阿南達瑪迦──激揚生命的哲學，P.135	592	143
pair_0000_1955_136_250209	0000_1955_136_250209.txt	The purpose of the Qualified Supreme Entity in manifesting the creation is to obtain emancipation for each one of Its units. In order to fulfil this purpose, It will have to appear before anyone who has a yearning for emancipation. This yearning or state of mental uneasiness caused by the intense desire for emancipation heralds the arrival of the opportune moment. The Qualified Supreme Entity, in the form of a great preceptor, will appear to those who have reached this opportune moment by virtue of their intense desire for liberation.	俱屬性至上本體創造此宇宙的目的是在為祂的每一個體求得解脫，而為了達到此目的，祂必將出現在每個渴求解脫的人面前。這種渴望或由於強烈地渴望解脫而心神不安的狀態稱為機緣的成熟。俱屬性至上本體所示現的偉大上師，只會接觸有強烈解脫欲望且時機成熟的人。		Shrii Shrii Ánandamúrti | 1955 | 08 Intuitional Practice and Its Necessity | Ananda Marga: Elementary Philosophy	Shrii Shrii Ánandamúrti | 1955年 | 08 靈修及其必要性 | 阿南達瑪迦──激揚生命的哲學，P.136	540	120
pair_0000_1955_139_240424	0000_1955_139_240424.txt	1955, Intuitional Practice and Its Necessity Ananda Marga: Elementary Philosophy	靈修意指由造化勢能的束縛影響下得到自由。由上師所傳授的修持法門即是去除宇宙離心力的方法。因此真正的靈修在開始時，會遭遇到宇宙離心力更大更明顯的反抗力。障礙是由造化勢能所製造，所以要得到解脫，必須以靈修作為武器來打敗它，宇宙離心力則利用障礙作為武器來阻止修行者的成功。我們應將靈修中的障礙視為好的兆頭，象徵著宇宙離心力開始衰竭。			1955，靈修及其必要性，激揚生命哲學，P.139	80	163
pair_0000_1955_146_250302	0000_1955_146_250302.txt	Forcing oneself to leave worldly life only to keep away from its attractions will serve no purpose. This causes mental agitation and pain and may even bring about oneʼs downfall. To give up the world merely for one doubtful advantage, instead of developing strength of character and firmness of mind, brings one no credit. The brave live among temptations in order to face and overcome them step by step rather than avoiding them due to their fear. Sádhaná means waging war on avidyá, and to win it one has to face the enemy instead of running away or appeasing him. Thus to give up the worldly life merely due to fear of its temptations is not a reasonable approach.	一個人若不發展堅定的品德及堅強的心靈，而只是為了這個不確定的小小方便就遠離世俗是無益的。勇者會生活在誘惑之中，面對它們，逐步地克服，而不是由於害怕而一昧地逃避。靈修即是向宇宙離心力宣戰，為了要戰勝，就必須面對敵人，而非逃跑或姑息。因此只是為了害怕誘惑而放棄世俗的生活實非明智之舉。		Shrii Shrii Ánandamúrti | 1955 | 09 Why Are People Afraid of Intuitional Practice? | Ananda Marga: Elementary Philosophy	Shrii Shrii Ánandamúrti | 1955年 | 09人為何畏懼靈修 | 阿南達瑪迦──激揚生命的哲學，P.146	670	140
pair_0000_1955_148_250316	0000_1955_148_250316.txt	To lead a worldly life and also to practise sádhaná is very convenient. For a person living the normal life of a householder has far greater conveniences and advantages available to him or her than has an ascetic who renounces the world. Retreating to the jungle is not a way to obtain relief from the trials and worries of the world. There is yet another great advantage in living a worldly life. It provides one with the opportunity to serve humanity.	不規避世俗生活同時也從事靈修是最合宜的。因為普通家居生活，遠較棄世的苦行生活有著更多的方便。在山林中尋找清靜並不可能脫離世俗的憂慮煩惱。世俗的生活還有另一極大的益利，亦即提供服務人群的機會。		Shrii Shrii Ánandamúrti | 1955 | 09 Why Are People Afraid of Intuitional Practice? | Ananda Marga: Elementary Philosophy	Shrii Shrii Ánandamúrti | 1955年 | 09 人為何畏懼靈修 | 阿南達瑪迦：激揚生命的哲學，P.148	455	95
pair_0000_1955c_124_241018	0000_1955c_124_241018.txt	The feelings of weal and woe are creations of the mind. Although the mind is limited, its orbit is vast. The aspirant undertakes spiritual practice through the mind. When the aspirant merges his or her mind in Brahma through sádhaná, he or she attains Brahma. They earn an eternal abode above all weal and woe and they cannot entertain any feeling of difference. They see Brahma in everything.	福與禍的感受都是心靈的產物。心靈雖然有限，但它的範疇卻是浩瀚無垠。修行者透過心靈來從事靈性的修持，將心靈融入至上意識，他就到達了至上意識。在所有的禍與福上，他獲得了永恆的住所，他們不再持有任何的分別心，他們在萬有中都見到至上意識。		Shrii Shrii Ánandamúrti | c. 1955 DMC | 08 The Form of Sádhaná | Subháśita Saḿgraha Part 1	Shrii Shrii Ánandamúrti | 約1955年於某大法會 | 09 云何靈性修持 | 靈性科學集成 卷1，P.124	395	115
pair_0000_1956_015_240528	0000_1956_015_240528.txt	The principles of Yama and Niyama perfectly illustrate how one should deal with the surrounding world. The potentiality of an ideal humanity is inherent in Yama and Niyama. Those who are established in Yama and Niyama attain emancipation from the aśt́apásha and śad́aripu arising from Avidyá (the extroversial force). In this connection it is important to remember that overcoming the aśt́apásha and śad́aripu is not the same as eliminating them. In order to survive, one will have to maintain these páshas and ripus, but you should not be subservient to them, rather they should be subservient to you.	持戒與精進完整地教導了吾人處世之道，遵守持戒與精進可發展出理想的人性，並能從無明力量的八大束縛與六大敵人中得到解脫。克服八大束縛與六大敵人不是意謂在消除它們；為了生存，個人必須要維繫這些束縛與敵人，但不應受其宰制，反之應成為其主人。		Shrii Shrii Ánandamúti | 1956, Jamalpur | Sádhaná, Ananda Marga Caryácarya Part 1	Shrii Shrii Ánandamúti | 1956年於加滿坡 | 靈性修持(Sádhaná)，阿南達瑪迦生活指引卷一，P.15	610	116
pair_0000_1956_028_240712	0000_1956_028_240712.txt	Let us move together, let us radiate the same thought-wave, let us come to know our minds together, Let us share our wealth without differentiation, like sages of the past, so that all may enjoy the universe. Let our aspirations be united, let our hearts be inseparable, Let our minds be as one mind, so that we live in harmony and become one with the Supreme.	Shrii Shrii Ánandamúrti 1956年於加滿坡 09 團體靜坐阿南達瑪迦生活指引卷1,P.28		Shrii Shrii Ánandamúrti | 1956, Jamalpur  | 09 Dharmacakra  | Ananda Marga Caryácarya Part 1		360	57
pair_0000_1956_114_241013	0000_1956_114_241013.txt	Your Treasures Sublime ideology, universal love, and unshakeable unity among yourselves. Your Flag A triangular saffron flag with a white swastika inside. Your Pratiika [Emblem] A triangle with one vertex up superimposed on another triangle with one vertex down, with the rising sun having a swastika inside. These are symbols of energy, knowledge, advancement and permanent victory, respectively. You shall protect, in all respects and at all costs, the dignity of your treasures and the sanctity of your flag, of your emblem, and of the pratikrti [photo] of Márga Guru.	你們的寶藏崇高的理念、宇宙之愛、以及你們彼此間堅定不移的團結。 你們的旗幟橘紅色的三角形旗幟，裡面有白色的卐(swastika)符號。 你們的靈性標誌(Pratiika) 一個頂點向上的三角形加在另一個頂點向下的三角形，中間有一個向上昇起的太陽，太陽裡面有一個卐(swastika)符號。它分別象徵能量、知識、前進和永恆勝利。 你們要不計代價在各方面，保護這些寶藏的尊嚴，以及旗幟、靈性標誌及瑪迦上師照片的神聖性。		Shrii Shrii Ánandamúrti | 1956, Jamalpur | 42 Treasures of Ananda Marga | Ananda Marga Caryácarya Part 1	Shrii Shrii Ánandamúrti | 1956年於Jamalpur | 42 阿南達瑪迦的寶藏 | 阿南達瑪迦生活指引 卷1，P.114~115	572	207
pair_0000_1956_131_231204	0000_1956_131_231204.txt	Mandatory observances (duties) of Ananda Margis: The one formless, beginningless and infinite Parama Brahma (Supreme Consciousness) is the only entity to be attained by living beings – That alone is Jagat Guru (the Supreme preceptor), That alone has revealed Brahmavidyá (intuitional science) to us through the medium of the name and form of Anandamúrtijii. Unit beings must be made to appreciate Its majesty.	阿南達瑪琪必須要遵守的責任：無形、無始、無限的至上意識是眾生應追尋的唯一實體，此實體即是至上的上師；祂以阿南達慕提之名及形象，向我們揭示了靈性直覺科學，應竭盡所能讓眾生皆能體察其神聖性。		1956, Jamalpur | Sádhaná (Intuitional Practice),  | Ananda Marga Caryácarya Part 2	1956年於加滿坡 | 靈性修持(直覺鍛鍊)， | 阿南達瑪珈生活指引卷二 P.131	411	93
